order_id,item,quantity,rate,order_data,delivery_address,payment_method
2876,Hair Dryer,551,66606.22,2025-02-22,76 Carnival Close - Brasilia - Brazil,NFC
7793,Running Shoes,131,78204.39,2026-02-24,35 Coastal Drive - Porto - Portugal,Paypal
1848,Running Shoes,435,85200.37,2025-09-20,57 Glacier Mews - Geneva - Switzerland,NFC
7750,Smart Watch,244,19506.05,2023-09-03,81 Lakeside Place - Busan - South Korea,Buy now pay later
4419,Denim Jacket,134,12853.37,2026-03-08,57 Valley Place - Casablanca - Morocco,credit/debit cards
5498,Digital Thermometer,529,34702.67,2024-03-09,66 Fir Avenue - Stockholm - Sweden,Cash On Delivery
8177,Laptop Bag,351,81362.0,2024-07-24,66 Delta Mews - Chittagong - Bangladesh,Paypal
5249,Multivitamin,304,124850.79,2023-12-24,55 Magnolia Mews - São Paulo - Brazil,Cash On Delivery
9075,Jogger Pants,173,104414.76,2025-04-07,80 Ivy Court - Vienna - Austria,Google Pay
6336,Ballpoint Pens,491,99938.93,2023-06-16,32 Aurora Drive - Stavanger - Norway,Google Pay
10988,Trail Mix,30,44283.67,2025-04-19,11 Chestnut Close - Mumbai - India,Paypal
7383,Water Filter,76,15011.23,2023-03-27,54 Windmill Mews - Utrecht - Netherlands,Cash On Delivery
3963,Correction Tape,111,119526.98,2025-09-21,90 Ash Way - Tokyo - Japan,Paypal
8753,Laptop Bag,367,67139.18,2024-02-02,72 Meadow Way - Osaka - Japan,NFC
5079,Action Figure,69,13511.4,2024-09-10,13 Tundra Boulevard - Bergen - Norway,Cash On Delivery
6342,Hand Sanitizer,446,71709.08,2023-10-12,77 Poplar Place - Seoul - South Korea,Apple Pay
2368,Highlighter Set,120,90521.88,2023-05-27,89 Sakura Avenue - Kyoto - Japan,Apple Pay
2193,Eye Cream,380,42899.61,2023-02-18,54 Windmill Mews - Utrecht - Netherlands,Apple Pay
6749,Oat Milk,445,1286.44,2026-02-24,58 Alder Close - Brussels - Belgium,Google Pay
2867,Fanny Pack,490,83314.67,2023-06-28,25 Rowan Boulevard - Zurich - Switzerland,Cash On Delivery
10976,Toaster Oven,172,5418.48,2023-03-29,47 Safari Road - Mombasa - Kenya,Google Pay
9557,Whiteboard Markers,54,58022.2,2024-09-05,46 Sunset Way - Nairobi - Kenya,Cash On Delivery
8009,Lip Balm,424,110530.02,2026-02-04,23 Maple Drive - Sydney - Australia,Cash On Delivery
8347,Slim Fit Jeans,257,133847.83,2023-04-28,14 Pyramid Drive - Alexandria - Egypt,Google Pay
6952,Sunscreen SPF50,528,49651.32,2023-11-13,98 Garden Boulevard - Karachi - Pakistan,Buy now pay later
1602,Desk Planner,115,2743.6,2024-10-24,85 Riverside Drive - Chicago - USA,Paypal
4924,Granola,325,66074.19,2024-08-12,68 Desert Road - Seville - Spain,Apple Pay
5958,Eye Cream,78,37055.89,2023-07-09,13 Tundra Boulevard - Bergen - Norway,Apple Pay
10153,Hiking Boots,277,119638.91,2026-01-22,69 Bayside Way - Brisbane - Australia,Google Pay
3195,Heating Pad,14,95356.69,2024-03-10,58 Atlas Lane - Marrakech - Morocco,Cash On Delivery
5969,Eye Cream,420,54208.5,2025-03-12,21 Zulu Square - Durban - South Africa,Paypal
4441,Formal Blazer,341,102124.76,2024-07-03,10 Hanok Way - Incheon - South Korea,Cash On Delivery
2343,Jigsaw Puzzle,66,45753.63,2024-11-27,90 Forest Place - Ghent - Belgium,NFC
2030,Electric Kettle,284,69940.18,2025-11-29,37 Canal Court - Rotterdam - Netherlands,Apple Pay
4654,Salad Spinner,246,123658.93,2024-02-02,61 Moorland Boulevard - Manchester - UK,Apple Pay
1824,Green Tea,379,26859.51,2025-08-18,11 Volcano Avenue - Naples - Italy,Google Pay
1671,Oat Milk,284,41983.09,2023-12-25,34 Birch Boulevard - Berlin - Germany,Cash On Delivery
4509,Electric Toothbrush,262,118676.9,2024-01-23,57 Valley Place - Casablanca - Morocco,credit/debit cards
3019,Salad Spinner,464,61918.28,2023-03-01,43 Mango Hill - Istanbul - Turkey,credit/debit cards
6548,Dark Chocolate,295,42630.2,2024-02-26,37 Canal Court - Rotterdam - Netherlands,NFC
1176,Slip-On Loafers,455,5043.83,2024-11-28,43 Aztec Boulevard - Guadalajara - Mexico,credit/debit cards
4018,Luggage Tag,493,56168.23,2025-01-29,39 Vineyard Close - Lyon - France,Cash On Delivery
5533,Sticky Notes,473,67105.37,2024-06-01,13 Tundra Boulevard - Bergen - Norway,credit/debit cards
10632,Protein Bar,531,54477.7,2024-03-08,57 Valley Place - Casablanca - Morocco,Apple Pay
7346,Yoga Mat,392,37214.47,2023-10-08,65 Petal Lane - Dhaka - Bangladesh,Paypal
9808,Action Figure,318,49494.22,2025-11-29,77 Spice Lane - Ankara - Turkey,Apple Pay
4433,Mechanical Keyboard,301,86106.0,2024-04-09,36 Cypress Square - Madrid - Spain,Google Pay
5497,Jigsaw Puzzle,124,119438.61,2024-01-10,89 Sakura Avenue - Kyoto - Japan,Google Pay
5204,Gaming Mouse,462,87074.63,2026-01-10,77 Poplar Place - Seoul - South Korea,credit/debit cards
9874,Stapler,389,86604.0,2025-01-25,58 Alder Close - Brussels - Belgium,Cash On Delivery
10593,Flip Flops,487,109471.73,2025-09-26,14 Pyramid Drive - Alexandria - Egypt,Paypal
10624,Probiotic Capsules,394,22169.15,2024-04-14,90 Ash Way - Tokyo - Japan,Buy now pay later
8520,Chess Set,274,40380.94,2024-06-01,85 Riverside Drive - Chicago - USA,Cash On Delivery
6031,Smart Plug,174,6824.4,2025-05-12,79 Horizon Square - Lagos - Nigeria,Buy now pay later
6409,Trail Mix,548,46883.13,2026-02-24,76 Carnival Close - Brasilia - Brazil,Buy now pay later
10806,Jogger Pants,411,133844.64,2025-07-19,33 Spruce Street - Amsterdam - Netherlands,NFC
3845,Lip Balm,488,44160.44,2024-07-08,28 Clifftop Lane - Edinburgh - Scotland,Google Pay
4467,Laptop Stand,331,115218.13,2024-12-11,61 Moorland Boulevard - Manchester - UK,Apple Pay
9970,Smart Plug,290,11537.83,2024-02-29,69 Bayside Way - Brisbane - Australia,Paypal
4863,Cotton T-Shirt,32,61628.13,2024-07-01,59 Rainforest Avenue - Rio de Janeiro - Brazil,Cash On Delivery
3351,Shaving Kit,51,47127.6,2024-04-13,22 Sycamore Square - Mexico City - Mexico,Apple Pay
6605,Lip Balm,397,27050.47,2023-05-17,56 Montmartre Road - Marseille - France,Apple Pay
4253,Protein Bar,135,49946.46,2025-10-26,88 Hazel Hill - Cape Town - South Africa,Google Pay
9909,Hiking Boots,58,87289.26,2023-06-29,22 Temple Boulevard - Chiang Mai - Thailand,credit/debit cards
10091,Luggage Tag,434,65726.57,2023-11-27,43 Mango Hill - Istanbul - Turkey,Apple Pay
4060,Wireless Earbuds,350,113150.01,2023-11-10,22 Sycamore Square - Mexico City - Mexico,NFC
6295,Formal Blazer,74,121269.35,2023-10-05,14 Laurel Lane - Copenhagen - Denmark,Buy now pay later
10840,Rain Boots,284,64599.31,2024-08-18,21 Zulu Square - Durban - South Africa,NFC
8423,Cable Organizer,268,131554.35,2026-02-02,32 Aurora Drive - Stavanger - Norway,Cash On Delivery
3156,Sticky Notes,16,9695.02,2024-02-05,79 Arctic Way - Tampere - Finland,Paypal
6908,Granola,341,37064.44,2025-05-17,36 Ridgeway Close - Calgary - Canada,Google Pay
7199,Backpack,229,55867.93,2025-05-16,67 Hutong Lane - Chengdu - China,Google Pay
7535,Protein Bar,490,78103.11,2025-06-20,98 Garden Boulevard - Karachi - Pakistan,NFC
1250,Sticky Notes,76,73177.35,2025-01-09,47 Safari Road - Mombasa - Kenya,Apple Pay
3994,Webcam HD,473,76130.66,2025-05-24,81 Lakeside Place - Busan - South Korea,Google Pay
9546,Rice Cooker,17,120104.5,2025-06-18,99 Beech Road - Oslo - Norway,Buy now pay later
3413,Skipping Rope,428,37228.66,2025-03-19,26 Beachfront Drive - Cancun - Mexico,Google Pay
3997,Smart Watch,438,109468.9,2024-10-27,56 Pine Road - Auckland - New Zealand,Google Pay
4225,External SSD,234,74794.3,2023-05-08,24 Alpine Square - Salzburg - Austria,Buy now pay later
2774,Green Tea,166,65751.01,2024-08-30,69 Redwood Mews - Rome - Italy,Cash On Delivery
2554,LED Desk Lamp,91,40155.34,2025-06-09,44 Willow Walk - Beijing - China,Apple Pay
4470,Probiotic Capsules,198,40778.95,2024-02-20,55 Marina Close - Penang - Malaysia,Google Pay
9744,Playing Cards,376,52086.2,2023-11-05,98 Garden Boulevard - Karachi - Pakistan,Cash On Delivery
1015,Index Cards,406,102323.32,2024-12-07,28 Clifftop Lane - Edinburgh - Scotland,Google Pay
3832,Shaving Kit,112,63908.11,2023-06-24,90 Ash Way - Tokyo - Japan,Buy now pay later
1606,Laptop Stand,20,20654.25,2025-04-30,67 Walnut Street - Paris - France,NFC
6615,Spice Rack,318,101834.74,2026-02-28,10 Hanok Way - Incheon - South Korea,Cash On Delivery
3506,Water Gun,328,88910.37,2024-08-02,79 Arctic Way - Tampere - Finland,Buy now pay later
8920,Granola,545,127202.49,2023-02-24,57 Valley Place - Casablanca - Morocco,NFC
6850,Jump Rope,426,70965.01,2023-12-01,11 Volcano Avenue - Naples - Italy,Buy now pay later
8839,Green Tea,312,87710.42,2023-02-28,33 Pearl Square - Cebu - Philippines,Cash On Delivery
7349,Building Blocks,334,64256.04,2024-07-05,77 Poplar Place - Seoul - South Korea,Buy now pay later
5384,Webcam HD,363,91241.21,2024-01-15,43 Aztec Boulevard - Guadalajara - Mexico,Cash On Delivery
9610,Desk Planner,258,58467.43,2025-07-01,68 Desert Road - Seville - Spain,Cash On Delivery
5763,Highlighter Set,381,18514.02,2025-09-21,54 Orchid Road - Kuala Lumpur - Malaysia,Apple Pay
10500,Lip Balm,119,132218.36,2024-06-07,10 Palm Place - Athens - Greece,NFC
10948,Chess Set,464,96543.6,2026-02-22,90 Ash Way - Tokyo - Japan,Buy now pay later
6890,Honey Jar,481,81575.79,2024-06-23,69 Redwood Mews - Rome - Italy,Paypal
7746,Facial Cleanser,249,64536.07,2023-06-08,65 Petal Lane - Dhaka - Bangladesh,Cash On Delivery
3556,Non-Stick Pan,261,95346.76,2025-12-04,25 Rowan Boulevard - Zurich - Switzerland,Buy now pay later
9147,First Aid Kit,283,17029.6,2024-04-22,44 Olive Court - Thessaloniki - Greece,credit/debit cards
7716,Probiotic Capsules,457,43731.92,2025-11-07,36 Cypress Square - Madrid - Spain,NFC
10026,Fanny Pack,109,16751.56,2025-05-17,15 Mountain Square - Bangalore - India,credit/debit cards
3670,File Folders,199,16929.15,2026-01-09,37 Canal Court - Rotterdam - Netherlands,Google Pay
8876,Smart Plug,347,2907.1,2025-02-04,67 Walnut Street - Paris - France,Cash On Delivery
5703,Mixing Bowl Set,389,101302.98,2024-12-05,66 Fir Avenue - Stockholm - Sweden,Buy now pay later
2851,Flip Flops,174,30496.56,2023-10-18,34 Birch Boulevard - Berlin - Germany,Cash On Delivery
2712,Sunscreen SPF50,77,111498.84,2023-12-10,22 Temple Boulevard - Chiang Mai - Thailand,Buy now pay later
6622,Action Figure,289,121200.75,2024-02-06,55 Marina Close - Penang - Malaysia,Buy now pay later
4194,Hooded Sweatshirt,360,22627.72,2024-01-14,22 Sycamore Square - Mexico City - Mexico,credit/debit cards
2019,Digital Thermometer,429,95003.17,2024-12-07,66 Delta Mews - Chittagong - Bangladesh,Paypal
5271,Running Shoes,15,61707.62,2025-10-21,36 Ridgeway Close - Calgary - Canada,Apple Pay
7529,External SSD,23,123146.67,2023-03-04,44 Willow Walk - Beijing - China,Apple Pay
4189,Hand Sanitizer,223,64937.46,2025-01-04,77 Poplar Place - Seoul - South Korea,Apple Pay
10554,Smart Plug,319,50799.44,2025-06-14,58 Atlas Lane - Marrakech - Morocco,credit/debit cards
8796,Umbrella,15,39505.88,2024-06-16,54 Orchid Road - Kuala Lumpur - Malaysia,Buy now pay later
6127,Playing Cards,108,121091.84,2023-12-06,98 Garden Boulevard - Karachi - Pakistan,Cash On Delivery
10347,Dish Rack,241,30345.28,2024-06-04,46 Harbor Close - Aarhus - Denmark,Apple Pay
5330,LED Desk Lamp,165,110923.79,2025-09-03,34 Birch Boulevard - Berlin - Germany,Apple Pay
2396,Blender,399,26059.82,2025-12-11,83 Seaside Court - Wellington - New Zealand,Apple Pay
1358,Gaming Mouse,32,86233.53,2025-03-20,65 Petal Lane - Dhaka - Bangladesh,Apple Pay
10381,Backpack,495,60469.86,2024-08-04,69 Bayside Way - Brisbane - Australia,Paypal
10598,Honey Jar,105,14060.32,2025-02-04,66 Delta Mews - Chittagong - Bangladesh,Buy now pay later
8393,Digital Thermometer,252,16916.82,2025-03-12,76 Bamboo Street - Bangkok - Thailand,Paypal
2030,Water Gun,548,37756.97,2025-06-25,68 Desert Road - Seville - Spain,credit/debit cards
3936,Chess Set,373,102744.1,2023-07-08,57 Valley Place - Casablanca - Morocco,Buy now pay later
1410,Hot Sauce,555,97692.44,2023-04-19,39 Vineyard Close - Lyon - France,Apple Pay
1512,Chess Set,24,27524.32,2024-02-25,66 Delta Mews - Chittagong - Bangladesh,Apple Pay
3460,Correction Tape,404,63837.02,2023-11-18,43 Mango Hill - Istanbul - Turkey,Paypal
6721,Digital Thermometer,55,13039.36,2024-12-31,13 Tundra Boulevard - Bergen - Norway,Buy now pay later
1655,Non-Stick Pan,345,95951.87,2024-09-15,17 Lakeview Avenue - Vancouver - Canada,Apple Pay
10846,Spice Rack,190,106314.04,2025-12-16,68 Desert Road - Seville - Spain,credit/debit cards
5551,Granola,435,119737.63,2025-07-06,79 Horizon Square - Lagos - Nigeria,NFC
3638,Blender,81,118697.34,2023-07-12,76 Carnival Close - Brasilia - Brazil,Google Pay
6161,Air Fryer,499,45309.76,2025-09-27,24 Breeze Mews - Accra - Ghana,NFC
8902,Sandals,274,34143.5,2025-06-28,44 Willow Walk - Beijing - China,Google Pay
4126,Cargo Shorts,295,120149.86,2024-04-07,72 Meadow Way - Osaka - Japan,Cash On Delivery
1475,Ballpoint Pens,323,19605.82,2023-03-30,91 Juniper Way - Lisbon - Portugal,Apple Pay
1509,Honey Jar,33,7996.92,2025-07-25,61 Moorland Boulevard - Manchester - UK,NFC
9520,Leather Boots,182,42141.82,2023-09-02,43 Aztec Boulevard - Guadalajara - Mexico,Buy now pay later
2116,Tote Bag,398,101893.26,2023-10-03,44 Willow Walk - Beijing - China,Apple Pay
7356,Playing Cards,534,93038.82,2024-07-17,56 Pine Road - Auckland - New Zealand,Paypal
4845,Trail Mix,547,132268.19,2023-04-27,76 Bamboo Street - Bangkok - Thailand,Cash On Delivery
8775,Jigsaw Puzzle,304,48208.71,2024-04-27,83 Seaside Court - Wellington - New Zealand,credit/debit cards
1605,Sandals,153,36998.54,2023-11-03,22 Sycamore Square - Mexico City - Mexico,Paypal
9978,Pull-Up Bar,272,50710.19,2023-03-25,22 Temple Boulevard - Chiang Mai - Thailand,Cash On Delivery
7982,Zinc Supplements,265,104834.4,2025-11-28,79 Arctic Way - Tampere - Finland,NFC
5493,Sparkling Water,229,28753.99,2023-11-19,55 Marina Close - Penang - Malaysia,Buy now pay later
3070,Highlighter Set,209,127002.8,2024-10-10,17 Lakeview Avenue - Vancouver - Canada,Cash On Delivery
10772,Probiotic Capsules,484,68705.89,2025-08-20,76 Carnival Close - Brasilia - Brazil,Paypal
4021,Backpack,225,104953.45,2024-07-30,44 Olive Court - Thessaloniki - Greece,Apple Pay
5905,LED Desk Lamp,29,110863.11,2023-12-26,43 Aztec Boulevard - Guadalajara - Mexico,Paypal
4941,Sparkling Water,404,64187.04,2025-05-28,90 Ash Way - Tokyo - Japan,Buy now pay later
3305,Slip-On Loafers,374,99357.68,2025-03-30,44 Olive Court - Thessaloniki - Greece,Cash On Delivery
5166,Cutting Board,219,48900.02,2023-02-03,98 Garden Boulevard - Karachi - Pakistan,Paypal
2514,Cotton T-Shirt,355,108675.12,2025-08-23,47 Holly Drive - Helsinki - Finland,credit/debit cards
1016,Sunglasses,524,110413.18,2023-06-08,99 Beech Road - Oslo - Norway,Google Pay
3900,Noise-Cancelling Headphones,515,75893.43,2025-05-21,47 Holly Drive - Helsinki - Finland,Google Pay
2120,File Folders,441,29269.43,2023-05-17,11 Chestnut Close - Mumbai - India,Google Pay
5148,Dark Chocolate,330,130013.45,2023-04-08,28 Clifftop Lane - Edinburgh - Scotland,NFC
9628,Rubik's Cube,28,126899.9,2023-06-12,80 Savannah Avenue - Abuja - Nigeria,Paypal
2625,Coffee Maker,291,83075.38,2025-05-25,61 Moorland Boulevard - Manchester - UK,Apple Pay
1012,Trail Mix,457,131842.98,2024-06-28,22 Sycamore Square - Mexico City - Mexico,Paypal
2111,Toaster Oven,471,67399.43,2024-12-16,88 Coral Way - Bali - Indonesia,Paypal
6082,Tote Bag,432,50345.4,2023-12-12,99 Beech Road - Oslo - Norway,Cash On Delivery
3748,Face Moisturizer,548,61734.04,2023-06-10,56 Montmartre Road - Marseille - France,Paypal
5895,Gaming Mouse,293,6196.96,2025-07-16,46 Sunset Way - Nairobi - Kenya,Apple Pay
1292,Wireless Earbuds,73,73604.95,2025-09-08,12 Baker Street - London - UK,credit/debit cards
4331,Rain Boots,283,89292.47,2025-09-15,76 Bamboo Street - Bangkok - Thailand,Google Pay
5101,Melatonin,186,14718.22,2023-04-07,12 Terrace Square - Christchurch - New Zealand,Google Pay
5313,Zinc Supplements,466,34286.0,2025-12-23,43 Aztec Boulevard - Guadalajara - Mexico,NFC
6512,Spice Rack,435,96653.5,2024-10-08,17 Lakeview Avenue - Vancouver - Canada,Google Pay
8806,Hand Sanitizer,244,106352.63,2023-09-05,65 Lighthouse Road - Odense - Denmark,NFC
5672,Smart Watch,224,132109.02,2023-09-08,58 Alder Close - Brussels - Belgium,credit/debit cards
9412,Hand Sanitizer,100,33968.0,2024-08-24,17 Lakeview Avenue - Vancouver - Canada,Paypal
6297,Slim Fit Jeans,37,112762.27,2024-12-18,61 Moorland Boulevard - Manchester - UK,Buy now pay later
3603,Portable Charger,183,23101.5,2023-03-20,47 Holly Drive - Helsinki - Finland,Paypal
3290,Jigsaw Puzzle,144,17579.28,2024-08-16,79 Horizon Square - Lagos - Nigeria,Paypal
4225,Cutting Board,157,97727.75,2023-10-26,15 Mountain Square - Bangalore - India,Apple Pay
6975,Air Fryer,555,59774.2,2025-12-15,55 Marina Close - Penang - Malaysia,Paypal
3425,Playing Cards,383,106397.28,2024-12-31,15 Mountain Square - Bangalore - India,NFC
10142,Dish Rack,312,37898.38,2024-03-26,44 Willow Walk - Beijing - China,Buy now pay later
5799,Jigsaw Puzzle,110,28605.82,2024-05-23,94 Harborview Street - Hamburg - Germany,Buy now pay later
9633,Flip Flops,469,73561.67,2025-09-13,78 Cathedral Place - Birmingham - UK,Apple Pay
7833,Laptop Stand,363,15493.88,2025-03-28,78 Oak Lane - Toronto - Canada,NFC
4333,Non-Stick Pan,293,37387.27,2024-04-13,98 Sauna Court - Turku - Finland,Apple Pay
3282,Highlighter Set,266,22315.73,2025-09-15,22 Sycamore Square - Mexico City - Mexico,Buy now pay later
8440,Hooded Sweatshirt,313,42919.34,2025-01-08,12 Baker Street - London - UK,Cash On Delivery
4307,Canvas Sneakers,469,102589.65,2023-04-01,55 Magnolia Mews - São Paulo - Brazil,Buy now pay later
3468,Luggage Tag,404,16221.5,2025-01-18,36 Cypress Square - Madrid - Spain,credit/debit cards
10304,Knee Sleeves,276,82010.22,2026-01-08,98 Garden Boulevard - Karachi - Pakistan,credit/debit cards
5826,Resistance Bands,375,78379.66,2025-10-13,12 Terrace Square - Christchurch - New Zealand,Google Pay
1485,Cotton T-Shirt,517,72132.63,2023-03-12,13 Tundra Boulevard - Bergen - Norway,Google Pay
5948,USB-C Hub,190,64914.74,2025-11-03,35 Coastal Drive - Porto - Portugal,credit/debit cards
5608,Webcam HD,502,88974.75,2026-02-26,56 Montmartre Road - Marseille - France,Google Pay
9640,Tote Bag,342,114151.54,2023-07-29,55 Magnolia Mews - São Paulo - Brazil,NFC
8116,Bluetooth Speaker,114,21753.07,2025-01-26,58 Alder Close - Brussels - Belgium,Google Pay
2913,Wool Sweater,538,109104.22,2025-06-10,87 Viking Place - Malmo - Sweden,Paypal
2504,Sparkling Water,385,8282.45,2023-03-13,80 Savannah Avenue - Abuja - Nigeria,NFC
7036,Rice Cooker,223,64630.34,2025-09-02,89 Cedar Court - Dublin - Ireland,credit/debit cards
1473,Luggage Tag,130,68560.71,2024-04-20,58 Alder Close - Brussels - Belgium,Apple Pay
4190,Rice Cooker,510,26515.05,2024-01-02,46 Sunset Way - Nairobi - Kenya,Buy now pay later
2382,Fish Oil Capsules,460,12059.63,2023-11-16,23 Maple Drive - Sydney - Australia,credit/debit cards
1205,Skipping Rope,38,10082.18,2024-08-27,13 Tundra Boulevard - Bergen - Norway,credit/debit cards
10189,Protein Shaker,358,5035.17,2025-07-30,68 Desert Road - Seville - Spain,credit/debit cards
1898,Fanny Pack,76,76882.98,2025-08-26,65 Petal Lane - Dhaka - Bangladesh,NFC
1092,Spice Rack,173,20874.05,2023-10-09,25 Rowan Boulevard - Zurich - Switzerland,credit/debit cards
10329,Multivitamin,321,108377.3,2025-09-01,50 Hillside Road - Melbourne - Australia,Apple Pay
2883,Toaster Oven,149,120466.44,2025-08-31,43 Aztec Boulevard - Guadalajara - Mexico,Apple Pay
9166,Green Tea,291,39216.95,2023-04-03,33 Pearl Square - Cebu - Philippines,Cash On Delivery
1312,Highlighter Set,246,22078.55,2024-01-17,76 Carnival Close - Brasilia - Brazil,Cash On Delivery
2535,Stapler,329,54916.94,2023-02-09,92 Savanna Road - Johannesburg - South Africa,Apple Pay
2106,Water Filter,447,118137.97,2026-03-07,44 Willow Walk - Beijing - China,Cash On Delivery
8063,Action Figure,98,53605.16,2024-07-20,89 Cedar Court - Dublin - Ireland,Buy now pay later
7202,Luggage Tag,445,14559.66,2023-11-30,47 Holly Drive - Helsinki - Finland,Google Pay
5755,Frisbee,134,131948.42,2025-11-18,81 Lakeside Place - Busan - South Korea,Cash On Delivery
3416,Water Gun,32,66981.38,2025-03-22,80 Ivy Court - Vienna - Austria,Paypal
1888,Sandals,255,45909.77,2026-01-10,87 Jasmine Drive - Jakarta - Indonesia,NFC
6692,Hot Sauce,177,119752.2,2025-08-01,10 Hanok Way - Incheon - South Korea,Paypal
3307,Instant Coffee,114,124277.56,2026-01-27,56 Pine Road - Auckland - New Zealand,Google Pay
6902,Wool Sweater,243,66596.79,2023-09-29,67 Walnut Street - Paris - France,Cash On Delivery
7875,First Aid Kit,484,41133.6,2023-09-15,24 Breeze Mews - Accra - Ghana,NFC
9495,Hair Dryer,331,64698.57,2023-04-20,14 Pyramid Drive - Alexandria - Egypt,Buy now pay later
5940,Non-Stick Pan,408,29421.35,2024-02-21,69 Bayside Way - Brisbane - Australia,Apple Pay
1047,Hooded Sweatshirt,95,64109.74,2024-10-19,76 Bamboo Street - Bangkok - Thailand,Cash On Delivery
3806,Toaster Oven,55,30780.87,2024-11-03,76 Bamboo Street - Bangkok - Thailand,credit/debit cards
9534,Portable Charger,195,83394.48,2025-03-12,13 Tundra Boulevard - Bergen - Norway,Paypal
6333,Fanny Pack,433,101838.23,2025-05-16,23 Promenade Drive - Munich - Germany,Paypal
7191,Crossbody Bag,493,129906.91,2025-08-21,99 Beech Road - Oslo - Norway,Buy now pay later
5578,Backpack,69,112913.77,2024-09-13,34 Bollywood Court - Chennai - India,Apple Pay
2627,Lip Balm,272,11585.67,2023-12-03,91 Lakeshore Boulevard - Houston - USA,Buy now pay later
9967,Toaster Oven,228,28381.98,2024-06-12,10 Palm Place - Athens - Greece,credit/debit cards
8730,Sunglasses,417,71270.12,2025-10-23,44 Olive Court - Thessaloniki - Greece,Google Pay
10952,Oat Milk,125,34553.02,2025-08-19,90 Forest Place - Ghent - Belgium,Paypal
9555,Laptop Stand,276,1971.79,2025-12-12,78 Oak Lane - Toronto - Canada,credit/debit cards
3911,Cutting Board,474,101155.3,2024-10-06,57 Valley Place - Casablanca - Morocco,Apple Pay
3542,Digital Thermometer,266,47972.74,2025-07-08,91 Juniper Way - Lisbon - Portugal,NFC
3484,Dark Chocolate,437,8901.91,2024-05-12,34 Birch Boulevard - Berlin - Germany,Paypal
10188,Digital Thermometer,351,68208.53,2023-01-31,94 Harborview Street - Hamburg - Germany,Paypal
6569,Rain Boots,337,130949.2,2025-05-28,55 Marina Close - Penang - Malaysia,Paypal
5545,Gym Gloves,154,90940.94,2023-05-03,26 Beachfront Drive - Cancun - Mexico,NFC
10683,Running Shoes,551,21314.97,2025-01-23,90 Ash Way - Tokyo - Japan,Buy now pay later
7034,Dark Chocolate,149,68939.81,2026-03-17,69 Bayside Way - Brisbane - Australia,Apple Pay
10095,Electric Toothbrush,518,120837.46,2023-02-21,34 Birch Boulevard - Berlin - Germany,Apple Pay
10847,Wool Sweater,550,7313.69,2025-05-17,24 Breeze Mews - Accra - Ghana,Buy now pay later
1794,Laptop Stand,291,85496.29,2025-10-19,70 Fjord Lane - Gothenburg - Sweden,Google Pay
4615,Umbrella,484,96665.41,2025-01-14,43 Aztec Boulevard - Guadalajara - Mexico,Buy now pay later
8342,Frisbee,401,94353.18,2025-03-27,14 Pyramid Drive - Alexandria - Egypt,Buy now pay later
9132,Hot Sauce,413,20163.53,2025-11-26,47 Holly Drive - Helsinki - Finland,NFC
2484,Hand Sanitizer,51,121581.72,2025-07-06,50 Hillside Road - Melbourne - Australia,NFC
4184,Frisbee,88,43217.26,2023-03-09,78 Cathedral Place - Birmingham - UK,Buy now pay later
6482,Rubik's Cube,51,6978.59,2025-07-02,36 Cypress Square - Madrid - Spain,credit/debit cards
8992,Frisbee,30,11195.34,2025-06-13,67 Hutong Lane - Chengdu - China,Google Pay
2129,Digital Thermometer,467,61342.14,2023-10-12,26 Beachfront Drive - Cancun - Mexico,Google Pay
7007,Gym Gloves,109,5403.28,2025-02-15,90 Forest Place - Ghent - Belgium,credit/debit cards
3964,Playing Cards,17,104472.22,2025-09-18,11 Volcano Avenue - Naples - Italy,Google Pay
3163,Skipping Rope,522,116028.63,2025-09-26,87 Viking Place - Malmo - Sweden,Paypal
6154,Screen Protector,165,1838.9,2025-10-22,22 Temple Boulevard - Chiang Mai - Thailand,Google Pay
5140,Fanny Pack,456,108552.62,2025-07-07,85 Riverside Drive - Chicago - USA,Paypal
7357,Knife Set,534,131484.72,2023-06-12,46 Harbor Close - Aarhus - Denmark,Cash On Delivery
4176,Running Shoes,297,4115.46,2024-08-03,55 Marina Close - Penang - Malaysia,Google Pay
9233,Slip-On Loafers,516,97160.27,2023-10-18,79 Arctic Way - Tampere - Finland,Buy now pay later
1781,Screen Protector,539,133880.85,2023-04-14,12 Baker Street - London - UK,credit/debit cards
9619,Trail Mix,92,106825.28,2023-11-22,67 Hutong Lane - Chengdu - China,Google Pay
1298,Chess Set,93,67742.45,2025-12-05,43 Mango Hill - Istanbul - Turkey,Paypal
8359,Smart Plug,214,118573.7,2024-12-11,68 Desert Road - Seville - Spain,Paypal
4465,Whiteboard Markers,317,94878.38,2025-06-20,70 Fjord Lane - Gothenburg - Sweden,credit/debit cards
4833,Index Cards,440,39222.77,2024-08-24,77 Poplar Place - Seoul - South Korea,Cash On Delivery
1190,Electric Toothbrush,113,30096.19,2024-03-08,56 Montmartre Road - Marseille - France,NFC
8021,Spiral Notebook,118,68705.23,2024-08-01,90 Ash Way - Tokyo - Japan,Google Pay
2655,Granola,180,50011.33,2026-03-01,54 Windmill Mews - Utrecht - Netherlands,Buy now pay later
7592,Electric Toothbrush,161,44181.29,2023-12-19,43 Aztec Boulevard - Guadalajara - Mexico,Buy now pay later
